rank,domain,company_name,country,sector
415,ocbc.id,"Bank OCBC NISP","Indonesia","Banking & Finance"
416,bankofbaroda.in,"Bank of Baroda","India","Banking & Finance"
417,bankofbeijing.com.cn,"Bank of Beijing","People's Republic of China","Banking & Finance"
418,cqcbank.com,"Bank of Chongqing","People's Republic of China","Other"
419,bankcomm.com,"Bank of Communications","People's Republic of China","Banking & Finance"
420,hkbea.com,"Bank of East Asia","People's Republic of China","Banking & Finance"
421,bim.ir,"Bank of Industry and Mine","Iran","Banking & Finance"
422,boj.or.jp,"Bank of Japan","Japan","Other"
423,bankjerusalem.co.il,"Bank Of Jerusalem L.t.d.","Israel","Banking & Finance"
424,jsbchina.cn,"Bank of Jiangsu","People's Republic of China","Other"
425,bok.com.tw,"Bank of Kaohsiung","Taiwan","Banking & Finance"
426,bankofmaharashtra.in,"Bank of Maharashtra branch","India","Banking & Finance"
427,njcb.com.cn,"Bank of Nanjing","People's Republic of China","Other"
428,nbcb.cn,"Bank of Ningbo","People's Republic of China","Banking & Finance"
429,qdccb.com,"Bank of Qingdao","People's Republic of China","Other"
430,boq.com.au,"Bank of Queensland","Australia","Banking & Finance"
431,bankofshanghai.com,"Bank of Shanghai","People's Republic of China","Banking & Finance"
432,bpi.com.ph,"Bank of the Philippine Islands","Philippines","Banking & Finance"
433,tccb.com.cn,"Bank of Tianjin","People's Republic of China","Other"
434,boy.co.jp,"Bank of Yokohama","Japan","Banking & Finance"
435,zzbank.cn,"Bank of Zhengzhou","People's Republic of China","Other"
436,okbank.co.id,"Bank Oke Indonesia","Indonesia","Banking & Finance"
437,paninbanksyariah.co.id,"Bank Panin Dubai Syariah","Indonesia","Banking & Finance"
438,panin.co.id,"Bank Panin","Indonesia","Banking & Finance"
439,en.bpi.ir,"Bank Pasargad","Iran","Banking & Finance"
440,bankbanten.co.id,"Bank Pembangunan Daerah Banten","Indonesia","Banking & Finance"
441,bankmaluku.co.id,"Bank Pembangunan Daerah Maluku dan Maluku Utara","Indonesia","Other"
442,permatabank.co.id,"Bank Permata","Indonesia","Banking & Finance"
443,qnb.co.id,"Bank QNB Indonesia","Indonesia","Banking & Finance"
444,briagro.co.id,"Bank Rakyat Indonesia Agroniaga","Indonesia","Banking & Finance"
445,bri.co.id,"Bank Rakyat Indonesia","Indonesia","Banking & Finance"
446,bankraya.co.id,"Bank Raya Indonesia","Indonesia","Banking & Finance"
447,bsi.ir,"Bank Saderat Iran","Iran","Banking & Finance"
448,ebanksepah.ir,"Bank Sepah","Iran","Banking & Finance"
449,banksinarmas.com,"Bank Sinarmas","Indonesia","Banking & Finance"
450,smbci.com,"Bank SMBC Indonesia","Indonesia","Banking & Finance"
451,brisyariah.co.id,"Bank Syariah Indonesia","Indonesia","Banking & Finance"
452,btn.co.id,"Bank Tabungan Negara","Indonesia","Banking & Finance"
453,victoriabank.co.id,"Bank Victoria International","Indonesia","Banking & Finance"
454,yudhabhakti.co.id,"Bank Yudha Bhakti","Indonesia","Banking & Finance"
455,bsf.sa,"Banque Saudi Fransi","Saudi Arabia","Banking & Finance"
456,baoviet.com.vn,"Bao Viet Holdings","Vietnam","Insurance"
457,baoti.com,"Baoji Titanium Industry","People's Republic of China","Other"
458,baosteel.com,"Baoshan Iron & Steel","People's Republic of China","Other"
459,btsteel.com,"Baotou Steel","People's Republic of China","Other"
460,tomotech.com,"Baotou Tomorrow Technology","People's Republic of China","Other"
461,bapcor.com.au,"Bapcor","Australia","Other"
462,barpacific.com.hk,"Bar Pacific","People's Republic of China","Other"
463,bssr.co.id,"Baramulti Suksessarana","Indonesia","Energy & Utilities"
464,barangroup.com,"Baran Group Ltd.","Israel","Other"
465,barito-pacific.com,"Barito Pacific","Indonesia","Other"
466,barrattdevelopments.co.uk,"Barratt Developments","United Kingdom","Other"
467,barunson.co.kr,"Barunson","South Korea","Other"
468,bci.com.sa,"Basic Chemical Industries Co.","Saudi Arabia","Other"
469,bpinternasional.com,"Batavia Prosperindo Internasional","Indonesia","Other"
470,bataviarent.com,"Batavia Prosperindo Trans","Indonesia","Transportation & Logistics"
471,bathurst.co.nz,"Bathurst Resources","New Zealand","Other"
472,batic.com.sa,"Batic Investments and Logistics Co.","Saudi Arabia","Other"
473,batm.com,"Batm Advanced Communications Ltd","Israel","Telecommunications"
474,batulicinnusantaramaritim.com,"Batulicin Nusantara Maritim","Indonesia","Transportation & Logistics"
475,bawan.com.sa,"Bawan Co.","Saudi Arabia","Other"
476,bayan.com.sg,"Bayan Resources","Indonesia","Energy & Utilities"
477,bayer.com,"Bayer","Germany","Healthcare"
478,bayubuanagroup.com,"Bayu Buana","Indonesia","Other"
479,beachenergy.com.au,"Beach Energy","Australia","Energy & Utilities"
480,beaconlighting.com.au,"Beacon Lighting","Australia","Other"
481,becworld.com,"BEC World","Thailand","Other"
482,begacheese.com.au,"Bega Group","Australia","Other"
483,behranoil.co,"Behran Oil Company","Iran","Energy & Utilities"
484,en.bcia.com.cn,"Beijing Capital International Airport Company Limited","People's Republic of China","Other"
485,ewang.com,"Beijing Enlight Media","People's Republic of China","Other"
486,behl.com.hk,"Beijing Enterprises","People's Republic of China","Other"
487,blueskypower.holdings,"Beijing Gas Blue Sky Holdings Limited","Hong Kong","Other"
488,jingnengpower.com,"Beijing Jingneng Power Co."," Ltd.","People's Republic of China"
489,beijingns.com.cn,"Beijing North Star","People's Republic of China","Other"
490,teamsun.com.cn,"Beijing Teamsun Technology Co."," Ltd.","People's Republic of China"
491,yanjing.com.cn,"Beijing Yanjing Brewery","People's Republic of China","Other"
492,cr-jh.cn,"Beijing-Shanghai High-Speed Railway Company","People's Republic of China","Other"
493,bj.ke.com,"Beike","People's Republic of China","Other"
494,beingmate.com,"Beingmate","People's Republic of China","Other"
495,bekasiasripemula.co.id,"Bekasi Asri Pemula","Indonesia","Critical Infrastructure"
496,befa.id,"Bekasi Fajar Industrial Estate","Indonesia","Critical Infrastructure"
497,bellway.co.uk,"Bellway","United Kingdom","Other"
498,bendigobank.com.au,"Bendigo Bank","Australia","Banking & Finance"
499,benitec.com,"Benitec Biopharma Ltd","Australia","Other"
500,bentoelgroup.com,"Bentoel International Investama","Indonesia","Other"
501,kombassan.com.tr,"Bera Holding Company","Turkey","Other"
502,bergerpaints.com,"Berger Paints","India","Other"
503,blueprint-indonesia.com,"Berkah Prima Perkasa","Indonesia","Other"
504,blt.co.id,"Berlian Laju Tanker","Indonesia","Transportation & Logistics"
505,dsu.co.id,"Berlina","Indonesia","Other"
506,bestandless.com.au,"Best & Less","Australia","Retail & E-commerce"
507,bsel.co.il,"Bet Shemesh Engines Holdings (1997) Ltd.","Israel","Other"
508,bettapharma.com,"Beta Pharma Inc.","People's Republic of China","Healthcare"
509,bezeq.co.il,"Bezeq The Israeli Telecommunication Corp. Ltd.","Israel","Telecommunications"
510,bfi.co.id,"BFI Finance Indonesia","Indonesia","Banking & Finance"
511,bgfretail.com,"BGF Retail","South Korea","Other"
512,bgi.com,"BGI Genomics","People's Republic of China","Other"
513,bhaktiagung.com,"Bhakti Agung Propertindo","Indonesia","Critical Infrastructure"
514,bhaktimultiartha.co.id,"Bhakti Multi Artha","Indonesia","Banking & Finance"
515,bharatbiotech.com,"Bharat Biotech International","India","Technology"
516,bdl-india.in,"Bharat Dynamics Limited","India","Defence & Security"
517,bel-india.in,"Bharat Electronics","India","Technology"
518,bharatforge.com,"Bharat Forge","India","Other"
519,bhel.com,"Bharat Heavy Electricals Limited","India","Defence & Security"
520,airtel.com,"Bharti Airtel","India","Telecommunications"
521,bhp.com,"BHP Group","Australia","Energy & Utilities"
522,bipp.co.id,"Bhuwanatala Indah Permai","Indonesia","Critical Infrastructure"
523,biccamera.com,"Bic Camera","Japan","Retail & E-commerce"
524,bidcorpgroup.com,"Bid Corporation","South Africa","Other"
525,bidvest.com,"Bidvest Group","South Africa","Other"
526,bigcenters.co.il,"Big Shopping Centers Ltd","Israel","Critical Infrastructure"
527,biitt.cn,"BII Railway Transportation Technology Holdings Company Limited","People's Republic of China","Other"
528,bijou-brigitte.com,"Bijou Brigitte","Germany","Other"
529,bilibili.com,"Bilibili","People's Republic of China","Other"
530,bimasaktipertiwi.com,"Bima Sakti Pertiwi","Indonesia","Critical Infrastructure"
531,bpg.id,"Binakarya Jaya Abadi","Indonesia","Critical Infrastructure"
532,bindawood.com,"BinDawood Stores","Saudi Arabia","Other"
533,bintangotoglobal.com,"Bintang Oto Global","Indonesia","Other"
534,biocon.com,"Biocon","India","Technology"
535,biolinerx.com,"Bioline Rx Ltd.","Israel","Technology"
536,biondvax.com,"BiondVax","Israel","Other"
537,biosolutions.co.kr,"Biosolution (South Korea)","South Korea","Other"
538,birkenstock.com,"Birkenstock","Germany","Other"
539,blackstone.com,"Blackstone Inc.","United Kingdom","Banking & Finance"
540,blisspropertiindonesia.com,"Bliss Properti Indonesia","Indonesia","Critical Infrastructure"
541,bluedart.com,"Blue Dart Express","India","Transportation & Logistics"
542,bsre.co.il,"Blue Square Real Estate Ltd","Israel","Other"
543,bluestarindia.com,"Blue Star","India","Other"
544,bluescope.com,"BlueScope Steel","Australia","Other"
545,boe.com,"BOE Technology","People's Republic of China","Other"
546,boh.co.il,"Bonei Hatichon Civil Engineering & Infrastructures Ltd.","Israel","Other"
547,timesofbongo.blogspot.com,"Bongo Times Now","Tanzania","Media & Entertainment"
548,bonjourhk.com,"Bonjour Holdings","People's Republic of China","Retail & E-commerce"
549,bonusbiogroup.com,"Bonus Biogroup Ltd.","Israel","Other"
550,booktopia.com.au,"Booktopia","Australia","Retail & E-commerce"
551,boral.com,"Boral","Australia","Critical Infrastructure"
552,bosscoal.com,"Borneo Olah Sarana Sukses","Indonesia","Energy & Utilities"
553,bosideng.com,"Bosideng","People's Republic of China","Other"
554,bossenergy.com,"Boss Energy Ltd","Australia","Other"
555,bourbon.co.jp,"Bourbon","Japan","Other"
556,boyaa.com,"Boyaa Interactive International Limited","People's Republic of China","Other"
557,bp.com,"BP","United Kingdom","Energy & Utilities"
558,bpost.be,"bpost","Belgium","Other"
559,bpplholdings.com,"BPPL Holdings PLC","Sri Lanka","Other"
560,bcp-nv.com,"Brack Capital Properties N.v","Israel","Other"
561,brainchip.com,"BRAINCHIP HOLDINGS LTD","Australia","Other"
562,brainsway.com,"Brainsway Ltd.","Israel","Technology"
563,brambles.com,"Brambles Limited","Australia","Other"
564,pelegas.com,"Brand Group(M.g) Ltd","Israel","Other"
565,brevillegroup.com,"Breville Group","Australia","Other"
566,brickworks.com.au,"Brickworks Limited","Australia","Other"
567,bridgestone.com,"Bridgestone","Japan","Other"
568,gali.co.il,"Brill Shoe Industries Ltd.","Israel","Other"
569,brillianceauto.com,"Brilliance China Automotive Holdings","People's Republic of China","Other"
570,briscoegroup.co.nz,"Briscoe Group","New Zealand","Retail & E-commerce"
571,britannia.co.in,"Britannia Industries","India","Other"
572,britishairways.com,"British Airways","United Kingdom","Other"
573,britvic.com,"Britvic","United Kingdom","Retail & E-commerce"
574,broadleaf.co.jp,"Broadleaf","Japan","Other"
575,broadmedia.co.jp,"Broadmedia","Japan","Other"
576,transfieldservices.com,"Broadspectrum","Australia","Critical Infrastructure"
577,global.brother,"Brother Industries","Japan","Other"
578,bta.kz,"BTA Bank","Kazakhstan","Banking & Finance"
579,starpetrochem.co.id,"Buana Artha Anugerah","Indonesia","Other"
580,buanafinance.co.id,"Buana Finance","Indonesia","Banking & Finance"
581,bull.co.id,"Buana Lintas Lautan","Indonesia","Transportation & Logistics"
582,budistarchsweetener.com,"Budi Starch & Sweetener","Indonesia","Other"
583,bukaka.com,"Bukaka Teknik Utama","Indonesia","Critical Infrastructure"
584,ptba.co.id,"Bukit Asam","Indonesia","Energy & Utilities"
585,bukitdarmoproperty.com,"Bukit Darmo Property","Indonesia","Critical Infrastructure"
586,buvagroup.com,"Bukit Uluwatu Villa","Indonesia","Other"
587,bumibenowo.com,"Bumi Benowo Sukses Sejahtera","Indonesia","Critical Infrastructure"
588,bumicitrapermai.com,"Bumi Citra Permai","Indonesia","Critical Infrastructure"
589,bumiresourcesminerals.com,"Bumi Resources Minerals","Indonesia","Energy & Utilities"
590,bumiresources.com,"Bumi Resources","Indonesia","Energy & Utilities"
591,bsdcity.com,"Bumi Serpong Damai","Indonesia","Critical Infrastructure"
592,bupa.com.sa,"Bupa Arabia","Saudi Arabia","Insurance"
593,burberry.com,"Burberry","United Kingdom","Other"
594,burgerfuel.com,"BurgerFuel","New Zealand","Retail & E-commerce"
595,burujinsurance.com,"Buruj Cooperative Insurance Co.","Saudi Arabia","Insurance"
596,bushiroad.co.jp,"Bushiroad","Japan","Other"
597,budbank.com.np,"Business Universal Development Bank Ltd.","Nepal","Banking & Finance"
598,bpc.com.np,"Butwal Power Company Limited","Nepal","Other"
599,topikoki.com,"Buyung Poetra Sembada","Indonesia","Other"
600,byco.com.pk,"Byco Petroleum","Pakistan","Energy & Utilities"
601,electronics.byd.com,"BYD Electronic","People's Republic of China","Technology"
602,byucksan.com,"Byucksan","South Korea","Other"
603,cchan.tv,"C Channel","Japan","Other"
604,mer-group.com,"C. Mer Industries Ltd.","Israel","Other"
605,cbon.co.jp,"C’BON COSMETICS Co.","Ltd.","Japan"
606,caesarstone.com,"Caesarstone Sdot-Yam","Israel","Other"
607,cbm-furniture.com,"Cahaya Bintang Medan","Indonesia","Retail & E-commerce"
608,kaisar-ceramics.com,"Cahayaputra Asa Keramik","Indonesia","Other"
609,csis.co.id,"Cahayasakti Investindo Sukses","Indonesia","Critical Infrastructure"
610,ckra.co.id,"Cakra Mineral","Indonesia","Energy & Utilities"
611,calbee.co.jp,"Calbee","Japan","Other"
612,calix.com.au,"Calix Limited","Australia","Other"
613,calpis.co.jp,"Calpis","Japan","Other"
614,calsonickansei.co.jp,"Calsonic Kansei","Japan","Transportation & Logistics"
615,campina.co.id,"Campina Ice Cream Industry","Indonesia","Other"
616,camtek.com,"Camtek Ltd.","Israel","Technology"
617,canfite.com,"Can Fite Biopharma","Israel","Healthcare"
618,cannabotech.com,"Cannabotech Ltd","Israel","Other"
619,global.canon,"Canon Inc.","Japan","Technology"
620,cansinotech.com.cn,"CanSino Biologics","People's Republic of China","Healthcare"
621,capitalfinancial.co.id,"Capital Financial Indonesia","Indonesia","Other"
622,capitaland.com,"CapitaLand","Singapore","Retail & E-commerce"
623,capitalinc-investment.com,"Capitalinc Investment","Indonesia","Energy & Utilities"
624,cani.co.id,"Capitol Nusantara Indonesia","Indonesia","Transportation & Logistics"
625,caprinusa.com,"Capri Nusa Satu Property","Indonesia","Critical Infrastructure"
626,capmetals.com.au,"CAPRICORN METALS LTD","Australia","Other"
627,freesbe.com,"Carasso Motors Ltd","Israel","Other"
628,pt-cas.com,"Cardig Aero Services","Indonesia","Other"
629,career-bank.co.jp,"Career Bank","Japan","Other"
630,cargillsceylon.com,"Cargills Ceylon PLC","Sri Lanka","Other"
631,carmit.co.il,"Carmit Candy Industries Ltd","Israel","Other"
632,carnegiece.com,"Carnegie Clean Energy","Australia","Other"
633,carrianna.com,"Carrianna Group Holdings","People's Republic of China","Other"
634,carsales.com.au,"Carsales.com Ltd","Australia","Other"
635,cartaholdings.co.jp,"Carta Holdings","Japan","Other"
636,cashconverters.com.au,"Cash Converters","Australia","Retail & E-commerce"
637,cashboxparty.com,"Cashbox Partyworld","Taiwan","Other"
638,cashlez.com,"Cashlez Worldwide Indonesia","Indonesia","Technology"
639,world.casio.com,"Casio","Japan","Technology"
640,castro.com,"Castro Model Ltd.","Israel","Other"
641,catcher-group.com,"Catcher Technology","Taiwan","Other"
642,cathayholdings.com,"Cathay Financial Holding","Taiwan","Banking & Finance"
643,cathaypacific.com,"Cathay Pacific","People's Republic of China","Other"
644,saudiacatering.com,"CATRION","Saudi Arabia","Other"
645,csahome.com,"Catur Sentosa Adiprana","Indonesia","Retail & E-commerce"
646,cawachi.co.jp,"Cawachi","Japan","Retail & E-commerce"
647,cdprojekt.com,"CD Projekt","Poland","Other"
648,ceat.in,"CEAT","India","Other"
649,cebupacific.vn,"Cebu Pacific","Philippines","Other"
650,cellcom.co.il,"Cellcom Israel Ltd.","Israel","Telecommunications"
651,celltrion.com,"Celltrion","South Korea","Other"
652,centamin.com,"Centamin","Australia","Energy & Utilities"
653,centelonsolutions.com,"Centelon Solutions","Australia","Technology"
654,centercredit.kz,"CenterCredit","Kazakhstan","Other"
655,cdslindia.com,"Central Depository Services Limited","India","Other"
656,global.jr-central.co.jp,"Central Japan Railway Company","Japan","Transportation & Logistics"
657,cpp.co.id,"Central Proteina Prima","Indonesia","Other"
658,centratamagroup.com,"Centratama Telekomunikasi Indonesia","Indonesia","Critical Infrastructure"
659,centuria.com.au,"Centuria Capital Group","Australia","Other"
660,ceragon.com,"Ceragon","Israel","Telecommunications"
661,ceva-ip.com,"Ceva"," Inc.","Israel"
662,ceylontobaccocompany.com,"Ceylon Tobacco Company","Sri Lanka","Other"
663,cez.cz,"ČEZ Group","Czech Republic","Energy & Utilities"
664,cn.cfmoto.com,"CFMOTO","People's Republic of China","Transportation & Logistics"
665,ch-karnchang.co.th,"Ch. Karnchang","Thailand","Other"
666,chadormalu.com,"Chadormalu Mining and Industrial Company","Iran","Energy & Utilities"
667,chandra-asri.com,"Chandra Asri Pacific","Indonesia","Other"
668,bankchb.com,"Chang Hwa Bank","Taiwan","Banking & Finance"
669,changan.com.cn,"Changan Automobile","People's Republic of China","Transportation & Logistics"
670,ford.com.cn,"Changan Ford Mazda","People's Republic of China","Transportation & Logistics"
671,fawfw.com.cn,"Changchun FAWAY Automobile Components Company","People's Republic of China","Other"
672,changhong.com,"Changhong","People's Republic of China","Other"
673,cjsc.com.cn,"Changjiang Securities","People's Republic of China","Other"
674,changyou.com,"Changyou","People's Republic of China","Other"
